"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"239","2018-03-26","-10,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1600 Kasse [EUR 10,00]"
"240","2018-03-26","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"241","2018-03-26","-8,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 8,00] <-- 1600 Kasse [EUR 8,00]"
"242","2018-03-26","-66,00","9","5906","1600","Werkstattreparatur B-E4305, ABS Fahrzeugtechnik GmbH","5906 Fremdleistungen 19% Vorsteuer [EUR 55,46], 1406 [EUR 10,54] <-- 1600 Kasse [EUR 66,00]"
"243","2018-03-26","-117,00","9","5906","1600","Werkstattreparatur B-E4305, ABS Fahrzeugtechnik GmbH","5906 Fremdleistungen 19% Vorsteuer [EUR 98,32], 1406 [EUR 18,68] <-- 1600 Kasse [EUR 117,00]"
"0","2018-03-27","-22,05","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 18,53], 1406 [EUR 3,52] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 22,05]"
"0","2018-03-27","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"0","2018-03-27","+102,95","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 102,95] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 102,95]"
"0","2018-03-27","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-03-27","-3,00","0","6855","1800","Mahngebühr / Telekom","6855 Nebenkosten des Geldverkehrs [EUR 3,00] <-- 1800 Bank [EUR 3,00]"
"0","2018-03-27","58,00","9","5400","2100","Brodit Tablethalter Mercedes Benz E-Klasse / B-E4305","5400 Wareneingang 19% Vorsteuer [EUR 48,74], 1406 [EUR 9,26] <-- 2100 Privatentnahmen allgemein [EUR 58,00]"
"244","2018-03-27","+48,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 48,00] <-- 4300 Erlöse 7% USt. [EUR 44,86], 3801 [EUR 3,14]"
"245","2018-03-27","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"246","2018-03-27","-155,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 155,00] <-- 1600 Kasse [EUR 155,00]"
"247","2018-03-27","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"248","2018-03-27","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-03-28","5,79","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 5,79] <-- 2100 Privatentnahmen allgemein [EUR 5,79]"
"0","2018-03-28","-5,50","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 5,50] <-- 1800 Bank [EUR 5,50]"
"0","2018-03-28","19,92","9","5400","2100","Brodit ProClip Mercedes Benz E-Klasse / B-E4305","5400 Wareneingang 19% Vorsteuer [EUR 16,74], 1406 [EUR 3,18] <-- 2100 Privatentnahmen allgemein [EUR 19,92]"
"249","2018-03-28","+93,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 93,00] <-- 4300 Erlöse 7% USt. [EUR 86,92], 3801 [EUR 6,08]"
"250","2018-03-28","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-03-29","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-03-29","+220,00","0","1800","6805","DSL Gutschrift / Telekom","1800 Bank [EUR 220,00] <-- 6805 Telefon [EUR 220,00]"
"0","2018-03-29","-14,97","0","6855","1800","Kontoführungsgebühr, Quartal / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 14,97] <-- 1800 Bank [EUR 14,97]"
"0","2018-03-29","86,10","9","5400","2100","Ersatzreifen Taxi, B-E4305","5400 Wareneingang 19% Vorsteuer [EUR 72,35], 1406 [EUR 13,75] <-- 2100 Privatentnahmen allgemein [EUR 86,10]"
"0","2018-03-29","+133,17","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 133,17] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 133,17]"
"251","2018-03-29","+113,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 113,00] <-- 4300 Erlöse 7% USt. [EUR 105,61], 3801 [EUR 7,39]"
"252","2018-03-29","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"253","2018-03-29","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"254","2018-03-29","-8,00","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 6,72], 1406 [EUR 1,28] <-- 1600 Kasse [EUR 8,00]"
"0","2018-03-30","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"255","2018-03-30","+208,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 208,00] <-- 4300 Erlöse 7% USt. [EUR 194,39], 3801 [EUR 13,61]"
"256","2018-03-30","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"257","2018-03-30","+8,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 8,00] <-- 4300 Erlöse 7% USt. [EUR 7,48], 3801 [EUR 0,52]"
"258","2018-03-30","-11,00","0","2100","1600","Privatzahlung / Einkauf","2100 Privatentnahmen allgemein [EUR 11,00] <-- 1600 Kasse [EUR 11,00]"
"259","2018-03-30","-10,00","0","2100","1600","Privatzahlung / Einkauf","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1600 Kasse [EUR 10,00]"
"260","2018-03-30","-4,00","0","2100","1600","Privatzahlung / Einkauf","2100 Privatentnahmen allgemein [EUR 4,00] <-- 1600 Kasse [EUR 4,00]"
"0","2018-03-31","-12,78","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 12,78] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 12,78]"
"0","2018-03-31","-11,15","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 9,37], 1406 [EUR 1,78] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 11,15]"
"0","2018-03-31","-225,44","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 182,61], 1406 [EUR 42,83] <-- 1800 Bank [EUR 225,44]"
"0","2018-03-31","-10,08","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 8,47], 1406 [EUR 1,61] <-- 1800 Bank [EUR 10,08]"
"0","2018-03-31","-16,84","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 13,64], 1406 [EUR 3,20] <-- 1800 Bank [EUR 16,84]"
"261","2018-03-31","-79,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 79,00] <-- 1600 Kasse [EUR 79,00]"
"262","2018-03-31","-546,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 546,00] <-- 1600 Kasse [EUR 546,00]"
"263","2018-03-31","+106,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]"
"264","2018-03-31","-89,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 89,00] <-- 1600 Kasse [EUR 89,00]"
"265","2018-03-31","-20,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 20,00] <-- 1600 Kasse [EUR 20,00]"
"266","2018-03-31","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"267","2018-03-31","-30,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 30,00] <-- 1600 Kasse [EUR 30,00]"
"0","2018-04-01","+120,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 120,00] <-- 1460 Geldtransit [EUR 120,00]"
"30","2018-04-01","300,00","0","1600","2180","Privateinlage am Monatsbeginn","1600 Kasse [EUR 300,00] <-- 2180 Privateinlagen [EUR 300,00]"
"31","2018-04-01","+306,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 306,00] <-- 4300 Erlöse 7% USt. [EUR 285,98], 3801 [EUR 20,02]"
"32","2018-04-01","-120,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 120,00] <-- 1600 Kasse [EUR 120,00]"
"33","2018-04-01","-40,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 40,00] <-- 1600 Kasse [EUR 40,00]"
"34","2018-04-01","+12,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 12,00] <-- 4300 Erlöse 7% USt. [EUR 11,21], 3801 [EUR 0,79]"
"0","2018-04-02","+250,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 250,00] <-- 1460 Geldtransit [EUR 250,00]"
"35","2018-04-02","+104,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 104,00] <-- 4300 Erlöse 7% USt. [EUR 97,20], 3801 [EUR 6,80]"
"36","2018-04-02","-250,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 250,00] <-- 1600 Kasse [EUR 250,00]"
"37","2018-04-02","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-04-03","7,39","0","6495","2100","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,39] <-- 2100 Privatentnahmen allgemein [EUR 7,39]"
"0","2018-04-03","-6,27","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 5,27], 1406 [EUR 1,00] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 6,27]"
"0","2018-04-03","-396,74","0","2100","1800","Wohnungsmiete Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 396,74] <-- 1800 Bank [EUR 396,74]"
"0","2018-04-03","+14,00","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 14,00] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 14,00]"
"0","2018-04-03","-240,00","0","7685","1800","Kfz-Steuer Taxi B-E4305","7685 Kfz-Steuer [EUR 240,00] <-- 1800 Bank [EUR 240,00]"
"0","2018-04-03","-84,00","0","6420","1800","Jahresbeitrag / ADAC","6420 Beiträge [EUR 84,00] <-- 1800 Bank [EUR 84,00]"
"38","2018-04-03","-45,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 45,00] <-- 1600 Kasse [EUR 45,00]"
"0","2018-04-04","-86,37","0","6400","1800","Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]"
"0","2018-04-04","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-04-04","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-04-04","+70,12","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 70,12] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 70,12]"
"0","2018-04-04","+78,55","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 78,55] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 78,55]"
"39","2018-04-04","+94,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 94,00] <-- 4300 Erlöse 7% USt. [EUR 87,85], 3801 [EUR 6,15]"
"40","2018-04-04","-30,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 30,00] <-- 1600 Kasse [EUR 30,00]"
"41","2018-04-04","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"42","2018-04-04","-2,00","0","6800","1600","Porto","6800 Porto [EUR 2,00] <-- 1600 Kasse [EUR 2,00]"
"43","2018-04-04","-6,00","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 5,04], 1406 [EUR 0,96] <-- 1600 Kasse [EUR 6,00]"
"44","2018-04-04","-10,00","9","5906","1600","20x Toilettenwertbons für Taxiunternehmer","5906 Fremdleistungen 19% Vorsteuer [EUR 8,40], 1406 [EUR 1,60] <-- 1600 Kasse [EUR 10,00]"
"0","2018-04-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-04-05","+39,23","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 39,23] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 39,23]"
"45","2018-04-05","+199,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 199,00] <-- 4300 Erlöse 7% USt. [EUR 185,98], 3801 [EUR 13,02]"
"46","2018-04-05","-20,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 20,00] <-- 1600 Kasse [EUR 20,00]"
"47","2018-04-05","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"48","2018-04-05","-58,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 48,74], 1406 [EUR 9,26] <-- 1600 Kasse [EUR 58,00]"
"49","2018-04-05","-2,00","9","5400","1600","Betriebsbedarf","5400 Wareneingang 19% Vorsteuer [EUR 1,68], 1406 [EUR 0,32] <-- 1600 Kasse [EUR 2,00]"
"0","2018-04-06","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-04-06","+14,59","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 14,59] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 14,59]"
"0","2018-04-06","-285,72","0","6825","1800","Arbeitslohnstreit Taxibetrieb / RA Schweickhardt","6825 Rechts- und Beratungskosten [EUR 285,72] <-- 1800 Bank [EUR 285,72]"
"50","2018-04-06","+169,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 169,00] <-- 4300 Erlöse 7% USt. [EUR 157,94], 3801 [EUR 11,06]"
"51","2018-04-06","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"52","2018-04-06","-20,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 20,00] <-- 1600 Kasse [EUR 20,00]"
"53","2018-04-06","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"54","2018-04-06","-35,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 35,00] <-- 1600 Kasse [EUR 35,00]"
"55","2018-04-06","-12,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 10,08], 1406 [EUR 1,92] <-- 1600 Kasse [EUR 12,00]"
"56","2018-04-06","-7,00","0","6800","1600","Porto","6800 Porto [EUR 7,00] <-- 1600 Kasse [EUR 7,00]"
"57","2018-04-07","-386,00","9","5906","1600","Werkstattreparatur B-E4305, Taxi","5906 Fremdleistungen 19% Vorsteuer [EUR 324,37], 1406 [EUR 61,63] <-- 1600 Kasse [EUR 386,00]"
"0","2018-04-08","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"58","2018-04-08","+225,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 225,00] <-- 4300 Erlöse 7% USt. [EUR 210,28], 3801 [EUR 14,72]"
"59","2018-04-08","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"60","2018-04-08","-30,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 30,00] <-- 1600 Kasse [EUR 30,00]"
"61","2018-04-08","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"62","2018-04-08","-18,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 15,13], 1406 [EUR 2,87] <-- 1600 Kasse [EUR 18,00]"
"0","2018-04-09","+36,68","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 36,68] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 36,68]"
"0","2018-04-09","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"0","2018-04-09","-82,11","9","5906","1800","Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 69,00], 1406 [EUR 13,11] <-- 1800 Bank [EUR 82,11]"
"63","2018-04-09","+114,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 114,00] <-- 4300 Erlöse 7% USt. [EUR 106,54], 3801 [EUR 7,46]"
"64","2018-04-09","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-04-10","-33,52","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 28,17], 1406 [EUR 5,35] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 33,52]"
"0","2018-04-10","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-04-10","+32,29","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 32,29] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 32,29]"
"65","2018-04-10","+128,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 128,00] <-- 4300 Erlöse 7% USt. [EUR 119,63], 3801 [EUR 8,37]"
"66","2018-04-10","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"67","2018-04-10","-178,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 178,00] <-- 1600 Kasse [EUR 178,00]"
"68","2018-04-10","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"69","2018-04-10","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-04-11","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-04-11","-40,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 33,69], 1406 [EUR 6,40] <-- 1800 Bank [EUR 40,09]"
"0","2018-04-11","+58,35","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 58,35] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 58,35]"
"0","2018-04-12","-168,08","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 168,08] <-- 1800 Bank [EUR 168,08]"
"70","2018-04-12","+110,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 110,00] <-- 4300 Erlöse 7% USt. [EUR 102,80], 3801 [EUR 7,20]"
"71","2018-04-12","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-04-13","-19,95","0","6821","1800","Webtutorial Monatsgebühr / Lynda.com","6821 Fortbildungskosten [EUR 19,95] <-- 1800 Bank [EUR 19,95]"
"0","2018-04-13","+145,38","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 145,38] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 145,38]"
"72","2018-04-13","+122,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 122,00] <-- 4300 Erlöse 7% USt. [EUR 114,02], 3801 [EUR 7,98]"
"73","2018-04-13","-40,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 40,00] <-- 1600 Kasse [EUR 40,00]"
"74","2018-04-13","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"75","2018-04-13","-9,00","0","2100","1600","Privatzahlung / Einkauf","2100 Privatentnahmen allgemein [EUR 9,00] <-- 1600 Kasse [EUR 9,00]"
"0","2018-04-14","9,99","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]"
"0","2018-04-15","-111,91","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 90,65], 1406 [EUR 21,26] <-- 1800 Bank [EUR 111,91]"
"0","2018-04-15","-7,70","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 6,24], 1406 [EUR 1,46] <-- 1800 Bank [EUR 7,70]"
"0","2018-04-15","-15,72","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 12,73], 1406 [EUR 2,99] <-- 1800 Bank [EUR 15,72]"
"76","2018-04-15","+235,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 235,00] <-- 4300 Erlöse 7% USt. [EUR 219,63], 3801 [EUR 15,37]"
"77","2018-04-15","+9,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 9,00] <-- 4300 Erlöse 7% USt. [EUR 8,41], 3801 [EUR 0,59]"
"0","2018-04-16","-304,88","9","5906","1800","Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]"
"78","2018-04-16","+131,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 131,00] <-- 4300 Erlöse 7% USt. [EUR 122,43], 3801 [EUR 8,57]"
"79","2018-04-16","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"80","2018-04-16","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-04-17","-12,39","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 10,41], 1406 [EUR 1,98] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 12,39]"
"0","2018-04-17","+300,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 300,00] <-- 1460 Geldtransit [EUR 300,00]"
"0","2018-04-17","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-04-17","+20,03","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 20,03] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 20,03]"
"81","2018-04-17","+140,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 140,00] <-- 4300 Erlöse 7% USt. [EUR 130,84], 3801 [EUR 9,16]"
"82","2018-04-17","-300,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 300,00] <-- 1600 Kasse [EUR 300,00]"
"83","2018-04-17","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"84","2018-04-17","-104,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 104,00] <-- 1600 Kasse [EUR 104,00]"
